e_score,s_score,g_score,total_score,doc_vector
0.03,14.73,6.76,21.51,"[-1.292961835861206, -1.0179553031921387, -1.0451877117156982, -1.0505845546722412, 4.860816955566406, -4.953674793243408, -4.080984592437744, 0.8019884824752808, -0.684151828289032, 2.753450632095337, -1.3509143590927124, 2.5373806953430176, -1.5850518941879272, 2.8447117805480957, -0.15324003994464874, -1.3253198862075806, -0.0968145802617073, 3.994832754135132, -1.6854009628295898, 2.094181537628174, -1.842552900314331, 0.6737383008003235, -1.0895384550094604, -1.4795104265213013, -3.144322395324707, -0.16837570071220398, -0.5163975358009338, 0.3550230860710144, 1.3461360931396484, -1.9436368942260742, 1.7456787824630737, 3.4413180351257324, -0.07523296028375626, -3.5346200466156006, -1.7383389472961426, 0.9750927090644836, 2.2146713733673096, -3.102975845336914, -1.855655312538147, -3.5007712841033936, -2.2076408863067627, 0.29802560806274414, -3.2763359546661377, 2.096919536590576, 1.6243977546691895, 2.2045562267303467, 2.4494988918304443, -2.325221061706543, -0.3648906946182251, -1.2250388860702515]"
0.03,13.18,6.5,19.71,"[-0.24050892889499664, -0.4433209300041199, -1.0878400802612305, -0.7139175534248352, 5.739415645599365, -3.186127185821533, -3.132107734680176, 2.169174909591675, 0.13794951140880585, 2.442986011505127, -0.9628728032112122, 3.1008362770080566, -1.5999046564102173, 1.9218335151672363, -0.08841115981340408, -1.0061190128326416, 0.974946141242981, 3.4050819873809814, -2.0901215076446533, 1.7883262634277344, -2.0789380073547363, -0.8276948928833008, -1.8120156526565552, -1.0509270429611206, -2.01583194732666, -0.12467863410711288, -0.1434127390384674, 0.13656100630760193, 1.5478945970535278, -1.9217431545257568, 1.684844970703125, 2.8496108055114746, -0.08434946835041046, -3.343930244445801, -1.4834848642349243, 1.5219346284866333, 1.6751071214675903, -2.485377311706543, -2.370861768722534, -2.719313859939575, -1.8224014043807983, -0.22417210042476654, -2.0970618724823, 2.147671699523926, 0.9117131233215332, 2.0344011783599854, 2.078650712966919, -1.6577517986297607, -0.03812168911099434, -0.5510166883468628]"
6.66,15.55,11.0,33.69,"[-1.4823193550109863, 2.6158387660980225, -2.226083278656006, 4.271754741668701, 0.41511088609695435, -1.5384268760681152, -1.9891356229782104, -1.3257063627243042, -0.3144128918647766, 2.768698215484619, 1.2512931823730469, 2.77750563621521, -3.768420696258545, 0.1690657138824463, -0.4695935845375061, -1.0065288543701172, -2.221764326095581, 1.7862790822982788, -0.6604277491569519, -2.8452200889587402, -0.9738348126411438, -1.0079514980316162, 0.2734348773956299, -0.607157826423645, -1.9329907894134521, -3.0053954124450684, -1.0119699239730835, -1.1762644052505493, 2.706594705581665, -0.1897328943014145, 0.7988407015800476, -3.1811952590942383, -1.9363778829574585, 1.5448368787765503, -0.7267220616340637, -0.8634520173072815, -0.4465451240539551, -1.5853692293167114, -1.4759596586227417, 2.1968212127685547, -0.4632118046283722, -5.291488170623779, 1.740423560142517, -1.5108624696731567, -0.1732752025127411, 1.19780433177948, -3.7967193126678467, 2.7923057079315186, 5.060059547424316, 0.803616464138031]"
5.74,13.46,10.8,30.0,"[-0.9238142371177673, 1.4865785837173462, -1.9959698915481567, 3.2146081924438477, -0.23667557537555695, -1.1408681869506836, -0.42495328187942505, -0.8236969709396362, -0.7989663481712341, 2.7206897735595703, 0.8543248772621155, 2.563260793685913, -2.7581770420074463, 0.5851700901985168, -0.7323623895645142, -0.9528270363807678, -1.8480618000030518, 1.6001389026641846, -2.399355173110962, -2.51181697845459, 0.0807289257645607, -1.207323431968689, -0.45588958263397217, -0.5455946922302246, -0.9470731019973755, -2.319380521774292, -0.7755424976348877, -1.2769989967346191, 2.465165376663208, -0.06064888834953308, 0.49613863229751587, -2.3932418823242188, -1.6144506931304932, 1.3730562925338745, -1.5574573278427124, -1.2930755615234375, -0.6353787183761597, -2.1534838676452637, -0.665103018283844, 1.6285350322723389, 0.25487735867500305, -4.700321197509766, 1.1196743249893188, -1.1962486505508423, 0.35195502638816833, 1.1389905214309692, -3.166699171066284, 3.112431049346924, 4.698934555053711, 0.5884942412376404]"
5.44,12.93,9.73,28.09,"[-1.2567312717437744, 0.961061418056488, -1.1620259284973145, 3.893944025039673, 7.644715515198186e-05, 0.2893162965774536, -2.6074838638305664, -1.02383291721344, -0.288178026676178, 2.20550799369812, 0.7096896767616272, 2.0885708332061768, -1.5225915908813477, -0.19589021801948547, -1.5429561138153076, -0.0015061990125104785, -1.4482640027999878, 2.0547773838043213, -1.2090424299240112, -1.571162223815918, 0.819301187992096, -1.1434236764907837, 0.011275582946836948, 0.5680835843086243, -1.429021954536438, -1.137284278869629, -1.2421795129776, -1.539027214050293, 4.045368671417236, -0.3783247768878937, 0.5803388357162476, -2.2102839946746826, -2.7394533157348633, 1.8916008472442627, -1.5886096954345703, -0.13168169558048248, -0.4314979016780853, -1.8415237665176392, -0.049841444939374924, 1.2040352821350098, 0.11560209840536118, -3.4113106727600098, 2.088038444519043, -0.8418781161308289, -0.1040976494550705, 0.5397065877914429, -2.4277069568634033, 3.3297860622406006, 3.7538771629333496, 0.8947765827178955]"
5.71,14.62,9.86,30.18,"[-1.3166013956069946, 0.36168235540390015, -2.0748865604400635, 4.143829822540283, -0.4251745939254761, 1.6423413753509521, -0.4897460639476776, -0.8497053980827332, -1.4020092487335205, 2.661627769470215, 1.883919596672058, 2.7480692863464355, -0.6473377346992493, 0.29728758335113525, -1.0283788442611694, 0.6002286076545715, -0.6398667693138123, 0.9582115411758423, -0.5723685026168823, -2.3709590435028076, -0.9040215611457825, -0.02515139803290367, 1.0528979301452637, -0.10177989304065704, -0.8558240532875061, -1.5100746154785156, -1.3799320459365845, -1.2229591608047485, 2.3844783306121826, -1.3793519735336304, 1.0807783603668213, -3.669595241546631, -2.785313129425049, 2.0959322452545166, -1.3885729312896729, -0.47363606095314026, 0.7430907487869263, -1.4046825170516968, -1.0792324542999268, 0.30756205320358276, -1.101598858833313, -3.8770322799682617, 2.461690902709961, -1.33665132522583, -0.27618029713630676, 2.120408058166504, -2.2673118114471436, 4.301097869873047, 3.729417562484741, 1.9841126203536987]"
0.75,9.96,5.22,15.93,"[-2.9858715534210205, -0.686184287071228, -3.4454898834228516, -0.5665645003318787, 0.07049553841352463, -0.5542271733283997, 2.4121997356414795, 2.584698438644409, 0.734430730342865, 1.9190874099731445, -0.097315214574337, 0.1155126690864563, -3.938966751098633, 2.2573933601379395, -1.4978710412979126, -5.409769058227539, 1.153333306312561, 0.17188042402267456, -1.0820952653884888, 0.6749973297119141, 0.3296827971935272, -0.44227102398872375, -5.415127754211426, -3.3206851482391357, 3.13222599029541, -0.16556020081043243, -3.809044599533081, -0.42726585268974304, 0.9770011305809021, -0.12032149732112885, 1.341918706893921, 2.8644204139709473, 0.8011562824249268, 0.35315558314323425, -1.9176249504089355, 0.07951290905475616, -0.5669686198234558, 0.16360042989253998, -0.4907631278038025, 0.4597797989845276, -0.5392111539840698, 1.3117635250091553, 2.1720242500305176, -2.4535372257232666, 1.376625657081604, 1.8737248182296753, 2.2082715034484863, 5.57664155960083, 2.692594528198242, -1.1508369445800781]"
0.94,9.46,4.99,15.4,"[-1.1554454565048218, -2.0637338161468506, -3.617044687271118, -1.2780730724334717, 1.1601078510284424, -0.2724640369415283, 2.1245667934417725, 3.622276782989502, 0.2271459400653839, 2.4442014694213867, 0.09801454842090607, -0.5373314619064331, -4.017845153808594, 0.6504172086715698, -1.1854084730148315, -5.7040910720825195, 1.7008390426635742, -0.4534659683704376, -1.1879104375839233, 0.7583139538764954, -0.9863665103912354, -0.38646793365478516, -5.559898376464844, -2.4923672676086426, 3.899846076965332, 0.30548569560050964, -4.08552360534668, -0.8791231513023376, 1.7474768161773682, -0.5866020917892456, 1.9803025722503662, 3.2833776473999023, 1.0823087692260742, -0.5806636810302734, -2.3051059246063232, 0.40324974060058594, -0.39643019437789917, -1.0381791591644287, 0.39409932494163513, 0.7786456346511841, -0.3564516603946686, 2.5803093910217285, 2.4636738300323486, -2.31147837638855, 3.055403470993042, 2.1733429431915283, 3.4605207443237305, 5.2008490562438965, 1.8984297513961792, -0.945830762386322]"
1.13,8.96,4.88,14.98,"[0.24538685381412506, -1.719611644744873, -4.321225166320801, -0.6964843273162842, 1.806689977645874, 0.14166350662708282, 1.114720106124878, 2.8785574436187744, -0.3593471646308899, 2.309380531311035, -0.5433720946311951, -0.8536556959152222, -3.7700231075286865, 1.1163729429244995, -0.9058998823165894, -5.4801836013793945, 1.2598296403884888, 0.12543520331382751, -1.605745792388916, 0.3150862753391266, -1.0541622638702393, -1.0356985330581665, -5.3744049072265625, -1.9724316596984863, 2.6981418132781982, 1.0141726732254028, -3.979322910308838, -2.096341848373413, 1.4367293119430542, -0.5200866460800171, 1.4310622215270996, 3.806363582611084, 0.9949941039085388, -0.02138528972864151, -1.7441341876983643, 0.5938234329223633, -0.46536338329315186, -1.7044793367385864, 0.19311277568340302, 0.5485641360282898, -0.1487998217344284, 1.9472548961639404, 3.121056079864502, -2.2041537761688232, 3.431342124938965, 2.8305821418762207, 2.9187307357788086, 4.345286846160889, 1.7055917978286743, -1.4973621368408203]"
0.86,7.32,4.93,13.12,"[-0.19333802163600922, -2.0211920738220215, -4.331180572509766, -0.6581093072891235, 1.4997062683105469, 1.1613965034484863, 2.0668601989746094, 2.829307794570923, -0.6429955959320068, 1.87855064868927, -0.018856355920433998, -0.32493773102760315, -4.701017379760742, 1.2112318277359009, -0.7505846619606018, -5.096744060516357, 1.4082328081130981, -0.3707049787044525, -1.0243656635284424, 0.9450893998146057, -0.5168114900588989, -1.0449384450912476, -5.656118869781494, -1.8915822505950928, 3.0989432334899902, 0.6707776784896851, -4.622772693634033, -2.0777721405029297, 1.074039101600647, 0.5427037477493286, 2.0639455318450928, 2.9609339237213135, 0.7472629547119141, 0.542806088924408, -1.97879159450531, 0.12031691521406174, -0.7224584221839905, -0.8117415904998779, 0.5852853059768677, 1.2405139207839966, 0.004883138928562403, 1.616188406944275, 3.0533416271209717, -1.761776328086853, 2.661928176879883, 1.670841097831726, 2.615764617919922, 5.0064849853515625, 1.7473158836364746, -0.27837857604026794]"
21.98,8.88,7.96,38.81,"[0.26155781745910645, -2.941174268722534, -7.361339569091797, 2.8370540142059326, 0.5191078186035156, 0.02527441270649433, -1.7736260890960693, 0.11646972596645355, 0.20689362287521362, 0.3835647702217102, 2.1807432174682617, 1.183240532875061, 2.2174675464630127, 1.0107604265213013, 2.1290037631988525, 0.4779130816459656, -0.581369161605835, -0.07947758585214615, -2.8074328899383545, 0.24736380577087402, 1.9102003574371338, -0.33716124296188354, -2.5001118183135986, -2.828686237335205, 0.3577398359775543, 0.2724490165710449, 2.422668218612671, -1.1177237033843994, -2.2058897018432617, 0.03958187997341156, 3.35581111907959, 1.4294230937957764, -0.6305659413337708, -1.0448784828186035, -0.8045792579650879, 0.5273062586784363, 1.2992020845413208, -3.6850550174713135, -2.215357542037964, -1.5861862897872925, -1.6128264665603638, -0.053229186683893204, -0.03198152780532837, -0.2918265461921692, 0.5727275609970093, -3.8353805541992188, -0.5342649221420288, -1.4576468467712402, -5.84729528427124, -1.2391173839569092]"
8.99,8.39,8.71,26.09,"[-0.6591205596923828, -1.8103656768798828, -2.266239881515503, -1.9766333103179932, 0.7736955881118774, -0.6524956822395325, 0.8407863974571228, 1.5986934900283813, -0.7683332562446594, 3.6662437915802, 1.2894881963729858, 1.9705700874328613, -0.9613233804702759, 2.3619415760040283, 0.0550888292491436, -4.613623142242432, 0.17825590074062347, -1.6728452444076538, -2.050809144973755, -1.5034414529800415, -1.9413236379623413, 1.2051548957824707, -2.4607503414154053, -2.9140801429748535, 1.442858338356018, -0.18173328042030334, -2.4218661785125732, -0.9292221069335938, -0.4650063216686249, -0.9974318146705627, 2.67405366897583, 1.8202005624771118, -1.2776503562927246, 0.40931937098503113, 1.221085548400879, 0.23826374113559723, 0.44327759742736816, -2.7263100147247314, -0.5208389759063721, -0.44040316343307495, -1.1478917598724365, 0.07222428917884827, -0.07095979899168015, -1.6570740938186646, 1.9513102769851685, 1.921248197555542, 0.5242375731468201, 3.0086958408355713, -1.4232912063598633, -0.5381953120231628]"
8.96,8.66,7.9,25.52,"[-0.36510220170021057, -2.022280693054199, -2.279024362564087, -0.8035334944725037, 1.6387982368469238, -0.27766603231430054, 0.8762226700782776, 1.9530624151229858, -0.6216697096824646, 4.378118515014648, 1.2040047645568848, 2.2742860317230225, -1.397413730621338, 3.6588499546051025, 0.1685250699520111, -4.668670177459717, -0.10595093667507172, -1.305429458618164, -2.052380323410034, -1.3935000896453857, -1.8187661170959473, 1.054755449295044, -2.733328342437744, -3.9654653072357178, 1.1575480699539185, -0.21810509264469147, -2.8224895000457764, -1.451825737953186, 0.7698968648910522, -0.7681896090507507, 2.804426431655884, 1.2507283687591553, -0.6149488091468811, -0.19775287806987762, 0.9400908946990967, 0.34526607394218445, 0.8753910660743713, -3.4693009853363037, -0.425748735666275, -0.4576820135116577, -0.8435751795768738, -0.35939228534698486, 0.09592568874359131, -0.4858202636241913, 1.6543070077896118, 1.3529553413391113, 0.03789099305868149, 3.191100835800171, -0.6516391634941101, -0.640149712562561]"
0.04,14.99,8.49,23.52,"[-5.374725341796875, -2.100426197052002, 1.5760183334350586, -1.1862173080444336, 3.315387010574341, -4.161081790924072, 0.2642081081867218, 1.097978115081787, -3.8978824615478516, 3.4050533771514893, -2.054344654083252, 1.1400138139724731, -1.2631407976150513, 1.5059548616409302, 0.41403084993362427, -1.67450749874115, -1.808876633644104, 2.879042863845825, -1.792583703994751, 2.8912441730499268, -0.5267823934555054, -3.0353646278381348, -4.9716691970825195, -0.5833171606063843, -2.419846534729004, -0.22986705601215363, -0.4273454546928406, 2.8676700592041016, -1.0778499841690063, -0.641075849533081, 2.193239688873291, 4.63260555267334, -0.8624169230461121, -3.328613042831421, -2.422637701034546, 1.793515682220459, -0.39943039417266846, -2.230005979537964, -4.422393798828125, -2.533416748046875, -3.650101661682129, 2.0142204761505127, -4.163753032684326, 1.4703730344772339, 1.4812558889389038, 1.3384881019592285, 2.5336735248565674, -3.359642267227173, 0.39741575717926025, 1.5086263418197632]"
0.03,15.3,8.03,23.36,"[-4.134119510650635, -2.583195447921753, 2.4066054821014404, -2.485858678817749, 3.3397698402404785, -2.3743531703948975, -1.2988457679748535, 0.5714139938354492, -3.3878042697906494, 4.3004374504089355, -1.9025957584381104, 0.32950934767723083, -0.4639234244823456, 0.5560242533683777, -1.1567071676254272, -0.5947699546813965, -2.7046046257019043, 3.571469306945801, -3.085949420928955, 2.739028215408325, -1.6100062131881714, -1.7664663791656494, -4.038318157196045, 0.4757152497768402, -3.9132227897644043, 1.3626232147216797, -1.1624433994293213, 1.506582498550415, -0.26089343428611755, -1.9767576456069946, 1.3787130117416382, 3.781658411026001, -1.9847286939620972, -4.5538249015808105, -2.8976638317108154, 2.2736785411834717, 0.5291935801506042, -4.429702281951904, -3.364391326904297, -2.5149593353271484, -2.931492328643799, 0.7982558608055115, -5.101980686187744, 3.1809322834014893, 2.7756245136260986, 2.3706936836242676, 3.77705717086792, -4.472691059112549, -0.5937584042549133, 0.9566727876663208]"
0.02,14.65,7.54,22.2,"[-5.530734062194824, -1.596271276473999, 2.961555242538452, -1.6570724248886108, 3.353533983230591, -3.2094533443450928, -1.2624207735061646, 0.7302376627922058, -4.698180198669434, 4.663552284240723, -1.2094587087631226, 0.17665182054042816, -0.6881368160247803, -0.682285487651825, 0.24905307590961456, -0.4452143907546997, -2.295294761657715, 4.227085113525391, -1.5214847326278687, 3.524596691131592, -2.362683057785034, -1.7875385284423828, -4.319285869598389, 0.0006468422361649573, -4.888145923614502, 0.47687414288520813, -0.8258588314056396, 2.1005282402038574, -1.0171064138412476, -2.4602980613708496, 1.3943902254104614, 4.452500343322754, -1.8380024433135986, -5.042092323303223, -3.3388829231262207, 2.1875102519989014, 0.22997984290122986, -3.622875213623047, -3.492471218109131, -2.77470064163208, -3.285676956176758, 0.9982560873031616, -5.704898357391357, 2.3956851959228516, 2.653735637664795, 2.5933783054351807, 4.2741875648498535, -4.51001501083374, 0.06084435433149338, 2.062824010848999]"
0.02,13.07,7.82,20.91,"[-3.1466686725616455, -1.130678415298462, 1.9934089183807373, 0.26655063033103943, 4.536151885986328, -1.5477067232131958, -0.21485388278961182, 1.0763976573944092, -2.5467238426208496, 4.106696605682373, -1.5799726247787476, 2.066498041152954, -2.0254976749420166, 0.6475502848625183, -0.11186651885509491, 0.09479085355997086, -1.2682548761367798, 1.7788163423538208, -2.2235889434814453, 2.1829581260681152, -1.4221601486206055, -2.273686170578003, -3.382840633392334, -1.0937100648880005, -2.685445547103882, 0.2916233539581299, -0.46610090136528015, 2.127492904663086, 0.3985160291194916, -1.6616971492767334, 0.9205464720726013, 3.211219310760498, -2.3784706592559814, -4.11742639541626, -2.6187844276428223, 1.3626995086669922, -0.11414609104394913, -1.5859431028366089, -3.7597386837005615, -1.1255717277526855, -2.3801088333129883, 1.197227954864502, -3.619035243988037, 1.9521647691726685, 0.8586617708206177, 1.7479832172393799, 1.3209292888641357, -3.211372137069702, 1.3773146867752075, 1.1589275598526]"
